Movie,"Release
Date",Theatrical Distributor,MPAA/Rating,Gross,Tickets Sold,Genre
The Lucky Man,21-Dec-17,Indican Pictures,Not Rated,"$15,221 ","1,670",Action
Tiger Zinda Hai,22-Dec-17,Yash Raj Films,Not Rated,"$4,572,231 ","509,724",Action
Along With The Gods: The Tw…,22-Dec-17,Well Go USA,Not Rated,"$641,875 ","71,557",Action
Along With The Gods: The Tw…,22-Dec-17,Well Go USA,Not Rated,"$1,266,947 ","139,072",Action
Tiger Zinda Hai,22-Dec-17,Yash Raj Films,Not Rated,"$988,690 ","108,527",Action
Pitch Perfect 3,22-Dec-17,Universal,PG-13,"$63,300,605 ","7,056,923",Comedy
Downsizing,22-Dec-17,Paramount Pictures,R,"$17,160,674 ","1,913,119",Comedy
Father Figures,22-Dec-17,Warner Bros.,R,"$12,885,287 ","1,436,487",Comedy
Pitch Perfect 3,22-Dec-17,Universal,PG-13,"$41,596,925 ","4,566,072",Comedy
Downsizing,22-Dec-17,Paramount Pictures,R,"$7,289,080 ","800,119",Comedy
Father Figures,22-Dec-17,Warner Bros.,R,"$4,615,957 ","506,691",Comedy
The Post,22-Dec-17,20th Century Fox,PG-13,"$1,760,121 ","196,223",Drama
Happy End,22-Dec-17,Sony Pictures Cla…,R,"$63,109 ","7,035",Drama
The Post,22-Dec-17,20th Century Fox,PG-13,"$80,143,337 ","8,797,293",Drama
Happy End,22-Dec-17,Sony Pictures Cla…,R,"$230,054 ","25,252",Drama
Molly’s Game,25-Dec-17,STX Entertainment,R,"$5,377,480 ","599,496",Drama
Phantom Thread,25-Dec-17,Focus Features,R,"$527,840 ","58,845",Drama
Molly’s Game,25-Dec-17,STX Entertainment,R,"$23,403,264 ","2,568,964",Drama
Phantom Thread,25-Dec-17,Focus Features,R,"$20,670,365 ","2,268,975",Drama
All the Money in the World,25-Dec-17,Sony Pictures,R,"$12,712,380 ","1,417,211",Thriller/Suspense
All the Money in the World,25-Dec-17,Sony Pictures,R,"$12,393,945 ","1,360,476",Thriller/Suspense
Aus dem Nichts,27-Dec-17,Magnolia Pictures,R,"$10,455 ","1,165",Drama
Aus dem Nichts,27-Dec-17,Magnolia Pictures,R,"$310,556 ","34,089",Drama
Qian Ren 3: Yan Zhi Da Zuo …,29-Dec-17,China Lion Film D…,Not Rated,"$180,920 ","20,169",Comedy
Qian Ren 3: Yan Zhi Da Zuo …,29-Dec-17,China Lion Film D…,Not Rated,"$656,871 ","72,104",Comedy
Film Stars Don’t Die in Liv…,29-Dec-17,Sony Pictures Cla…,R,"$45,192 ","5,038",Drama
Film Stars Don’t Die in Liv…,29-Dec-17,Sony Pictures Cla…,R,"$979,074 ","107,472",Drama
Yao Ling Ling,5-Jan-18,Well Go USA,Not Rated,"$186,135 ","20,431",Comedy
Bar Bahar,5-Jan-18,Film Movement,Not Rated,"$107,977 ","11,852",Drama
Namiya,5-Jan-18,China Lion Film D…,Not Rated,"$39,584 ","4,345",Drama
Insidious: The Last Key,5-Jan-18,Universal,PG-13,"$67,745,330 ","7,436,370",Horror
Insidious: The Last Key,5-Jan-18,Universal,PG-13,"$67,745,330 ","7,436,370",Horror
The Commuter,12-Jan-18,Lionsgate,PG-13,"$36,343,858 ","3,989,447",Action
Proud Mary,12-Jan-18,Sony Pictures,R,"$20,868,638 ","2,290,739",Action
Wastelander,12-Jan-18,Indican Pictures,Not Rated,"$70,045 ","7,688",Action
Paddington 2,12-Jan-18,Warner Bros.,PG,"$40,891,591 ","4,488,649",Adventure
Condorito: La Pelicula,12-Jan-18,Lionsgate,PG,"$447,719 ","49,146",Adventure
Parchi,12-Jan-18,Atlas Distribution,Not Rated,"$69,431 ","7,621",Comedy
Humor Me,12-Jan-18,Shout! Factory,Not Rated,"$38,419 ","4,217",Comedy
Freak Show,12-Jan-18,IFC Films,Not Rated,"$19,696 ","2,162",Comedy
My Art,12-Jan-18,Film Movement,Not Rated,"$12,554 ","1,378",Comedy
L’insulte,12-Jan-18,Cohen Media Group,R,"$1,000,038 ","109,773",Drama
Vazante,12-Jan-18,Music Box Films,Not Rated,"$23,884 ","2,621",Drama
Den of Thieves,19-Jan-18,STX Entertainment,R,"$44,947,622 ","4,933,877",Action
Meari to majo no hana,19-Jan-18,GKIDS,PG,"$2,418,404 ","265,466",Adventure
12 Strong,19-Jan-18,Warner Bros.,R,"$45,819,713 ","5,029,606",Drama
Forever My Girl,19-Jan-18,Roadside Attractions,PG,"$16,376,066 ","1,797,592",Drama
A Ciambra,19-Jan-18,IFC Films,Not Rated,"$40,483 ","4,444",Drama
Ridge Runners,19-Jan-18,Indican Pictures,Not Rated,"$26,019 ","2,856",Drama
Padmavati,25-Jan-18,Paramount Pictures,Not Rated,"$11,846,060 ","1,300,335",Drama
Maze Runner: The Death Cure,26-Jan-18,20th Century Fox,PG-13,"$58,032,443 ","6,370,191",Action
Kickboxer: Retaliation,26-Jan-18,Well Go USA,R,"$4,537 ",498,Action
Da Shi Jie,26-Jan-18,Strand,Not Rated,"$79,326 ","8,707",Comedy
Like Me,26-Jan-18,Kino Lorber,Not Rated,"$12,965 ","1,423",Drama
Please Stand By,26-Jan-18,Magnolia Pictures,PG-13,"$9,868 ","1,083",Drama
Desolation,26-Jan-18,Parade Deck Films,Not Rated,"$16,920 ","1,857",Thriller/Suspense
Bilal: A New Breed of Hero,2-Feb-18,Vertical Entertai…,PG-13,"$490,973 ","53,893",Adventure
Nan Ji Jue Lian,2-Feb-18,China Lion Film D…,Not Rated,"$118,352 ","12,991",Adventure
Una mujer fantástica,2-Feb-18,Sony Pictures Cla…,R,"$2,019,554 ","221,685",Drama
Sanpo Suru Shinryakusha,2-Feb-18,Super LTD,R,"$52,087 ","5,717",Drama
24 Frames: Before and After…,2-Feb-18,Janus Films,Not Rated,"$34,483 ","3,785",Drama
Winchester,2-Feb-18,CBS Films,PG-13,"$25,091,816 ","2,754,316",Horror
Winchester,2-Feb-18,CBS Films,PG-13,"$25,091,816 ","2,754,316",Horror
Shan zhong zhuan qi,2-Feb-18,Kino Lorber,Not Rated,"$7,639 ",838,Thriller/Suspense
Blood Feast,6-Feb-18,Hannover House,R,"$8,708 ",955,Horror
Blood Feast,6-Feb-18,Hannover House,R,"$8,708 ",955,Horror
Peter Rabbit,9-Feb-18,Sony Pictures,PG,"$115,234,093 ","12,649,186",Adventure
Padman,9-Feb-18,Sony Pictures,PG-13,"$1,662,927 ","182,538",Comedy
The Female Brain,9-Feb-18,IFC Films,Not Rated,"$21,786 ","2,391",Comedy
Fifty Shades Freed,9-Feb-18,Universal,R,"$100,407,760 ","11,021,708",Drama
The 15:17 to Paris,9-Feb-18,Warner Bros.,PG-13,"$36,276,286 ","3,982,029",Drama
Bomb City,9-Feb-18,Gravitas Ventures,Not Rated,"$59,329 ","6,512",Drama
Golden Exits,9-Feb-18,Sony Pictures,R,"$37,801 ","4,149",Drama
But Deliver Us From Evil,9-Feb-18,Indican Pictures,Not Rated,"$285,169 ","31,302",Horror
But Deliver Us From Evil,9-Feb-18,Indican Pictures,Not Rated,"$285,169 ","31,302",Horror
The Wedding Party 2: Destin…,14-Feb-18,IronFlix,Not Rated,"$11,140 ","1,222",Comedy
L'amant double,14-Feb-18,Cohen Media Group,Not Rated,"$167,093 ","18,341",Drama
Tehran Taboo,14-Feb-18,Kino Lorber,Not Rated,"$74,758 ","8,206",Drama
Black Panther,16-Feb-18,Walt Disney,PG-13,"$700,059,566 ","76,845,177",Action
Tang Ren Jie Tan An 2,16-Feb-18,Warner Bros.,R,"$1,983,984 ","217,781",Action
Xi You Ji Nu Er Guo,16-Feb-18,Well Go USA,Not Rated,"$187,074 ","20,535",Action
Early Man,16-Feb-18,Lionsgate,PG,"$8,267,544 ","907,524",Adventure
Zhuo yao ji 2,16-Feb-18,Lionsgate,Not Rated,"$706,153 ","77,514",Adventure
Mind Game,16-Feb-18,GKIDS,Not Rated,"$36,613 ","4,018",Adventure
Joseon Myungtamjung: Heubhy…,16-Feb-18,Well Go USA,Not Rated,"$104,012 ","11,417",Comedy
Samson,16-Feb-18,Pure Flix Enterta…,PG-13,"$4,719,928 ","518,104",Drama
The Party,16-Feb-18,Roadside Attractions,R,"$749,827 ","82,308",Drama
Nelyubov,16-Feb-18,Sony Pictures Cla…,R,"$564,073 ","61,918",Drama
Nostalgia,16-Feb-18,Bleecker Street,R,"$86,301 ","9,473",Drama
Western,16-Feb-18,Cinema Guild,Not Rated,"$41,042 ","4,505",Drama
Hong Hai Xing Dong,23-Feb-18,Well Go USA,Not Rated,"$1,543,547 ","169,434",Action
Game Night,23-Feb-18,Warner Bros.,R,"$69,179,066 ","7,593,750",Comedy
Dong Du Te Gong,23-Feb-18,China Lion Film D…,Not Rated,"$208,351 ","22,870",Comedy
Every Day,23-Feb-18,Orion Pictures,PG-13,"$6,112,914 ","671,011",Drama
Le Jeune Karl Marx,23-Feb-18,The Orchard,Not Rated,"$125,659 ","13,793",Drama
November,23-Feb-18,Oscilloscope Pict…,Not Rated,"$8,620 ",946,Drama
The Cured,23-Feb-18,IFC Films,R,"$26,630 ","2,923",Horror
The Lodgers,23-Feb-18,Epic Pictures Group,R,"$7,362 ",808,Horror
The Cured,23-Feb-18,IFC Films,R,"$26,630 ","2,923",Horror
The Lodgers,23-Feb-18,Epic Pictures Group,R,"$7,362 ",808,Horror
Annihilation,23-Feb-18,Paramount Pictures,R,"$32,732,301 ","3,593,008",Thriller/Suspense
Death Wish,2-Mar-18,MGM,R,"$34,017,028 ","3,734,031",Action
Oh Lucy!,2-Mar-18,Film Movement,Not Rated,"$375,393 ","41,206",Comedy
Lasciati Andare,2-Mar-18,Menemsha Entertai…,Not Rated,"$8,128 ",892,Comedy
Foxtrot,2-Mar-18,Sony Pictures Cla…,R,"$617,972 ","67,834",Drama
Submission,2-Mar-18,Great Point Media,R,"$39,985 ","4,389",Drama
Souvenir,2-Mar-18,Strand,Not Rated,"$11,078 ","1,216",Drama
Death House,2-Mar-18,Hannover House,R,"$23,833 ","2,616",Horror
Death House,2-Mar-18,Hannover House,R,"$23,833 ","2,616",Horror
Red Sparrow,2-Mar-18,20th Century Fox,R,"$46,874,505 ","5,145,390",Thriller/Suspense
Apocalypsis,2-Mar-18,Indican Pictures,Not Rated,"$20,052 ","2,201",Thriller/Suspense
A Wrinkle in Time,9-Mar-18,Walt Disney,PG,"$100,478,608 ","11,029,484",Adventure
Gui Mi 2,9-Mar-18,Well Go USA,Not Rated,"$37,115 ","4,074",Comedy
The Leisure Seeker,9-Mar-18,Sony Pictures Cla…,R,"$3,224,126 ","353,910",Drama
Thoroughbreds,9-Mar-18,Focus Features,R,"$3,072,605 ","337,278",Drama
Meditation Park,9-Mar-18,Mongrel Media,Not Rated,"$235,849 ","25,889",Drama
La caméra de Claire,9-Mar-18,Cinema Guild,Not Rated,"$83,418 ","9,156",Drama
The Strangers: Prey at Night,9-Mar-18,Aviron Pictures,R,"$24,431,472 ","2,681,830",Horror
The Strangers: Prey at Night,9-Mar-18,Aviron Pictures,R,"$24,431,472 ","2,681,830",Horror
The Hurricane Heist,9-Mar-18,Entertainment Stu�,PG-13,"$6,115,824 ","671,330",Thriller/Suspense
Acht Stunden sind kein Tag,14-Mar-18,Janus Films,Not Rated,"$19,987 ","2,193",Drama
Reign of Judges: Title of L…,15-Mar-18,Darin Southam End…,Not Rated,"$93,224 ","10,233",Action
Tomb Raider,16-Mar-18,Warner Bros.,PG-13,"$58,250,803 ","6,394,161",Action
The Happys,16-Mar-18,Indican Pictures,Not Rated,"$21,108 ","2,317",Comedy
Furlough,16-Mar-18,IFC Films,R,"$8,472 ",930,Comedy
I Can Only Imagine,16-Mar-18,Roadside Attractions,PG,"$83,482,352 ","9,163,814",Drama
"Love, Simon",16-Mar-18,20th Century Fox,PG-13,"$40,826,341 ","4,481,486",Drama
Raid,16-Mar-18,Eros Entertainment,Not Rated,"$1,010,385 ","110,909",Drama
Flower,16-Mar-18,The Orchard,R,"$328,188 ","36,025",Drama
Journey’s End,16-Mar-18,Good Deed Enterta…,R,"$148,275 ","16,276",Drama
7 Days in Entebbe,16-Mar-18,Focus Features,PG-13,"$3,189,220 ","350,079",Thriller/Suspense
Pacific Rim: Uprising,23-Mar-18,Universal,PG-13,"$59,874,525 ","6,572,396",Action
Sherlock Gnomes,23-Mar-18,Paramount Pictures,PG,"$43,242,871 ","4,746,748",Adventure
Isle of Dogs,23-Mar-18,Fox Searchlight,PG-13,"$32,015,231 ","3,514,295",Comedy
Getting Grace,23-Mar-18,Hannover House,PG-13,"$217,812 ","23,909",Comedy
Tyut pei ba ba,23-Mar-18,China Lion Film D…,Not Rated,"$13,331 ","1,463",Comedy
"Paul, Apostle of Christ",23-Mar-18,Sony Pictures,PG-13,"$17,547,999 ","1,926,234",Drama
Midnight Sun,23-Mar-18,Global Road,PG-13,"$9,561,064 ","1,049,513",Drama
Final Portrait,23-Mar-18,Sony Pictures Cla…,R,"$460,859 ","50,588",Drama
Un Sac De Billes,23-Mar-18,Self Distributed,PG,"$409,862 ","44,990",Drama
Le Vin et le Vent,23-Mar-18,Music Box Films,Not Rated,"$257,610 ","28,277",Drama
El último Traje,23-Mar-18,Outsider,Not Rated,"$73,548 ","8,073",Drama
L’atelier,23-Mar-18,Strand,Not Rated,"$20,590 ","2,260",Drama
Aala Kaf Ifrit,23-Mar-18,Oscilloscope Pict…,Not Rated,"$7,263 ",797,Drama
Unsane,23-Mar-18,Bleecker Street,R,"$7,690,044 ","844,132",Thriller/Suspense
Les Fant�mes d'Isma�l,23-Mar-18,Magnolia Pictures,R,"$102,510 ","11,252",Thriller/Suspense
The Last Movie Star,27-Mar-18,A24,R,"$14,410 ","1,581",Drama
Ready Player One,29-Mar-18,Warner Bros.,PG-13,"$137,690,172 ","15,114,179",Adventure
Baaghi 2,30-Mar-18,FIP,Not Rated,"$1,319,579 ","144,850",Action
Finding Your Feet,30-Mar-18,Roadside Attractions,PG-13,"$1,418,682 ","155,727",Comedy
God’s Not Dead: A Light in …,30-Mar-18,Pure Flix Enterta…,PG,"$5,728,940 ","628,862",Drama
Love After Love,30-Mar-18,IFC Films,Not Rated,"$121,098 ","13,293",Drama
Outside In,30-Mar-18,The Orchard,Not Rated,"$68,492 ","7,518",Drama
Marvin ou la belle éducation,30-Mar-18,Mongrel Media,Not Rated,"$3,420 ",375,Drama
Acrimony,30-Mar-18,Lionsgate,R,"$43,549,096 ","4,780,362",Thriller/Suspense
Gemini,30-Mar-18,Neon,R,"$200,340 ","21,991",Thriller/Suspense
Blockers,6-Apr-18,Universal,R,"$60,311,495 ","6,620,362",Comedy
The Miracle Season,6-Apr-18,LD Entertainment,PG,"$10,230,620 ","1,123,009",Drama
You Were Never Really Here,6-Apr-18,Amazon Studios,R,"$2,523,610 ","277,015",Drama
Lean on Pete,6-Apr-18,A24,R,"$1,163,056 ","127,668",Drama
Where is Kyra?,6-Apr-18,Great Point Media,R,"$59,717 ","6,555",Drama
A Quiet Place,6-Apr-18,Paramount Pictures,PG-13,"$188,024,361 ","20,639,337",Horror
A Quiet Place,6-Apr-18,Paramount Pictures,PG-13,"$188,024,361 ","20,639,337",Horror
Chappaquiddick,6-Apr-18,Entertainment Stu�,PG-13,"$17,395,521 ","1,909,497",Thriller/Suspense
The Endless,6-Apr-18,Well Go USA,Not Rated,"$272,020 ","29,859",Thriller/Suspense
Beirut,11-Apr-18,Bleecker Street,R,"$5,019,226 ","550,957",Action
Rampage,13-Apr-18,Warner Bros.,PG-13,"$101,028,233 ","11,089,817",Action
Zama,13-Apr-18,Strand,Not Rated,"$200,181 ","21,973",Action
A Prayer Before Dawn,13-Apr-18,A24,R,"$14,453 ","1,586",Action
Sgt. Stubby: An American Hero,13-Apr-18,Fun Academy Motio…,PG,"$3,054,285 ","335,267",Adventure
The Rider,13-Apr-18,Sony Pictures Cla…,R,"$2,418,679 ","265,497",Drama
Borg vs McEnroe,13-Apr-18,Neon,R,"$231,346 ","25,394",Drama
Es war einmal in Deutschlan…,13-Apr-18,Film Movement,Not Rated,"$73,730 ","8,093",Drama
Krystal,13-Apr-18,Paladin,R,"$37,516 ","4,118",Drama
Gonjiam: Haunted Asylum,13-Apr-18,Well Go USA,Not Rated,"$115,252 ","12,651",Horror
El Secreto de Marrowbone,13-Apr-18,Magnet Pictures,R,"$1,377 ",151,Horror
Gonjiam: Haunted Asylum,13-Apr-18,Well Go USA,Not Rated,"$115,252 ","12,651",Horror
El Secreto de Marrowbone,13-Apr-18,Magnet Pictures,R,"$1,377 ",151,Horror
Truth or Dare,13-Apr-18,Universal,PG-13,"$41,411,015 ","4,545,666",Thriller/Suspense
Chez Nous,18-Apr-18,Distrib Films,Not Rated,"$11,568 ","1,269",Drama
I Feel Pretty,20-Apr-18,STX Entertainment,PG-13,"$48,795,601 ","5,356,267",Comedy
Super Troopers 2,20-Apr-18,20th Century Fox,R,"$30,617,396 ","3,360,856",Comedy
Little Pink House,20-Apr-18,Dada Films,Not Rated,"$199,069 ","21,851",Drama
Le Redoutable,20-Apr-18,Cohen Media Group,R,"$82,264 ","9,030",Drama
"Lou Andreas-Salomé, The Aud…",20-Apr-18,Cinema Libre,Not Rated,"$12,875 ","1,413",Drama
Mobile Homes,20-Apr-18,Mongrel Media,Not Rated,$449 ,49,Drama
Ghost Stories,20-Apr-18,IFC Midnight,Not Rated,"$148,747 ","16,328",Horror
Ghost Stories,20-Apr-18,IFC Midnight,Not Rated,"$148,747 ","16,328",Horror
Traffik,20-Apr-18,Lionsgate,R,"$9,186,156 ","1,008,360",Thriller/Suspense
Bharat Ane Nenu,20-Apr-18,Great India Films,Not Rated,"$2,663,090 ","292,326",Thriller/Suspense
Avengers: Infinity War,27-Apr-18,Walt Disney,PG-13,"$678,815,482 ","74,513,225",Action
Disobedience,27-Apr-18,Bleecker Street,R,"$3,480,702 ","382,074",Drama
Kings,27-Apr-18,The Orchard,R,"$274,320 ","30,111",Drama
L’eau froide,27-Apr-18,Janus Films,Not Rated,"$30,209 ","3,316",Drama
Jet Trash,27-Apr-18,Indican Pictures,Not Rated,"$26,002 ","2,854",Drama
Madame Hyde,27-Apr-18,Cartilage Films,Not Rated,"$18,627 ","2,044",Drama
Tully,4-May-18,Focus Features,R,"$9,369,755 ","1,028,513",Comedy
102 Not Out,4-May-18,Sony Pictures,PG,"$1,339,909 ","147,081",Comedy
Les Gardiennes,4-May-18,Music Box Films,R,"$177,331 ","19,465",Drama
La novia del desierto,4-May-18,Strand,Not Rated,"$29,764 ","3,267",Drama
Bad Samaritan,4-May-18,Electric Entertai�,R,"$3,424,744 ","375,932",Thriller/Suspense
Nada a Perder,10-May-18,Swen Group,PG,"$679,531 ","74,591",Drama
Revenge,11-May-18,Neon,R,"$99,197 ","10,888",Action
Yoake tsugeru Rû no uta,11-May-18,GKIDS,PG,"$110,168 ","12,093",Adventure
Life of the Party,11-May-18,Warner Bros.,PG-13,"$53,059,911 ","5,824,359",Comedy
The Seagull,11-May-18,Sony Pictures Cla…,PG-13,"$1,252,960 ","137,536",Drama
Beast,11-May-18,Roadside Attractions,R,"$800,365 ","87,855",Drama
Champion,11-May-18,Well Go USA,Not Rated,"$97,470 ","10,699",Drama
Soller’s Point,11-May-18,Oscilloscope Pict…,R,"$32,608 ","3,579",Drama
Geu Hu,11-May-18,Cinema Guild,Not Rated,"$24,776 ","2,719",Drama
Anything,11-May-18,Paladin,R,"$19,037 ","2,089",Drama
The Escape,11-May-18,IFC Films,Not Rated,"$14,018 ","1,539",Drama
Breaking In,11-May-18,Universal,PG-13,"$46,840,590 ","5,141,667",Thriller/Suspense
Goodland,11-May-18,Parade Deck Films,Not Rated,"$16,765 ","1,840",Thriller/Suspense
The Assassin�s Code,11-May-18,Gravitas Ventures,Not Rated,"$11,218 ","1,231",Thriller/Suspense
Higher Power,11-May-18,Magnet Pictures,R,$528 ,57,Thriller/Suspense
Deadpool 2,18-May-18,20th Century Fox,R,"$324,512,774 ","35,621,600",Action
Deadpool 2,18-May-18,20th Century Fox,R,"$78,961 ","8,620",Action
Show Dogs,18-May-18,Global Road,PG,"$17,744,685 ","1,947,824",Comedy
How to Talk to Girls at Par…,18-May-18,Mongrel Media,R,"$84,809 ","9,309",Comedy
On Chesil Beach,18-May-18,Bleecker Street,R,"$745,972 ","81,884",Drama
Gray Matter,18-May-18,Indican Pictures,Not Rated,"$38,034 ","4,174",Horror
Gray Matter,18-May-18,Indican Pictures,Not Rated,"$38,034 ","4,174",Horror
First Reformed,18-May-18,A24,R,"$3,448,256 ","378,513",Thriller/Suspense
Solo: A Star Wars Story,25-May-18,Walt Disney,PG-13,"$213,767,512 ","23,465,149",Adventure
Kayak to Klemtu,25-May-18,Mongrel Media,Not Rated,"$9,707 ","1,065",Adventure
The Misandrists,25-May-18,Cartilage Films,Not Rated,"$26,123 ","2,867",Comedy
Estiu 1993,25-May-18,Oscilloscope Pict…,Not Rated,"$185,903 ","20,406",Drama
Mary Shelley,25-May-18,IFC Films,PG-13,"$108,900 ","11,954",Drama
Who We Are Now,25-May-18,FilmRise,Not Rated,"$19,128 ","2,099",Drama
Action Point,1-Jun-18,Paramount Pictures,R,"$5,059,608 ","555,391",Comedy
Adrift,1-Jun-18,STX Entertainment,PG-13,"$31,445,011 ","3,451,702",Drama
A Kid Like Jake,1-Jun-18,IFC Films,R,"$58,403 ","6,411",Drama
Breath,1-Jun-18,FilmRise,Not Rated,"$37,109 ","4,073",Drama
Rodin,1-Jun-18,Cohen Media Group,Not Rated,"$36,720 ","4,030",Drama
"L’une chante, l’autre pas",1-Jun-18,Janus Films,Not Rated,"$19,919 ","2,186",Drama
The Texture of Falling,1-Jun-18,Self Distributed,Not Rated,"$5,010 ",549,Drama
Upgrade,1-Jun-18,BH Tilt,R,"$11,977,130 ","1,314,723",Thriller/Suspense
American Animals,1-Jun-18,The Orchard,R,"$2,853,526 ","313,230",Thriller/Suspense
Ocean’s 8,8-Jun-18,Warner Bros.,PG-13,"$140,218,711 ","15,391,736",Action
Hearts Beat Loud,8-Jun-18,Gunpowder & Sky,PG-13,"$2,386,254 ","261,937",Drama
En el Séptimo Día,8-Jun-18,Cinema Guild,Not Rated,"$78,270 ","8,591",Drama
Hereditary,8-Jun-18,A24,R,"$44,069,456 ","4,837,481",Horror
Hereditary,8-Jun-18,A24,R,"$44,069,456 ","4,837,481",Horror
Hotel Artemis,8-Jun-18,Global Road,R,"$6,708,137 ","736,348",Thriller/Suspense
Dokjeon,8-Jun-18,Well Go USA,Not Rated,"$365,639 ","40,136",Thriller/Suspense
Nancy,8-Jun-18,Samuel Goldwyn Films,Not Rated,"$64,011 ","7,026",Thriller/Suspense
Superfly,13-Jun-18,Sony Pictures,R,"$20,537,137 ","2,254,350",Action
Race 3,15-Jun-18,Yash Raj Films,Not Rated,"$1,690,861 ","185,604",Action
Incredibles 2,15-Jun-18,Walt Disney,PG,"$608,581,744 ","66,803,704",Adventure
Tag,15-Jun-18,Warner Bros.,R,"$54,730,625 ","6,007,752",Comedy
Gotti,15-Jun-18,Vertical Entertai…,R,"$4,286,367 ","470,512",Drama
Gabriel e a Montanha,15-Jun-18,Strand,Not Rated,"$17,012 ","1,867",Drama
Intersection,15-Jun-18,Indican Pictures,Not Rated,"$5,116 ",561,Drama
Jurassic World: Fallen Kingdom,22-Jun-18,Universal,PG-13,"$417,719,760 ","45,852,883",Action
Long Xia Xing Jing,22-Jun-18,China Lion Film D…,Not Rated,"$85,172 ","9,349",Action
The Catcher Was A Spy,22-Jun-18,IFC Films,R,"$725,223 ","79,607",Drama
Boundaries,22-Jun-18,Sony Pictures Cla…,R,"$701,828 ","77,039",Drama
Sicario: Day of the Soldado,29-Jun-18,Sony Pictures,R,"$50,065,850 ","5,495,702",Action
Uncle Drew,29-Jun-18,Lionsgate,PG-13,"$42,469,946 ","4,661,904",Comedy
Sanju,29-Jun-18,20th Century Fox,Not Rated,"$7,909,317 ","868,202",Drama
Leave No Trace,29-Jun-18,Bleecker Street,PG,"$6,046,104 ","663,677",Drama
The Cakemaker,29-Jun-18,Strand,Not Rated,"$874,584 ","96,002",Drama
Jusqu'à la garde,29-Jun-18,Kino Lorber,Not Rated,"$83,882 ","9,207",Drama
Summer of 67,29-Jun-18,Self Distributed,Not Rated,"$8,492 ",932,Drama
Dark River,29-Jun-18,FilmRise,Not Rated,"$7,714 ",846,Drama
"Uchiage Hanabi, Shita Kara …",4-Jul-18,GKIDS,Not Rated,"$525,280 ","57,659",Drama
The First Purge,4-Jul-18,Universal,R,"$69,488,745 ","7,627,744",Horror
The First Purge,4-Jul-18,Universal,R,"$69,488,745 ","7,627,744",Horror
Ant-Man and the Wasp,6-Jul-18,Walt Disney,PG-13,"$216,648,740 ","23,781,420",Action
Sorry to Bother You,6-Jul-18,Annapurna Pictures,R,"$17,493,096 ","1,920,208",Comedy
Skyscraper,13-Jul-18,Universal,PG,"$68,420,120 ","7,510,441",Action
Hotel Transylvania 3: Summe…,13-Jul-18,Sony Pictures,PG,"$167,500,092 ","18,386,398",Adventure
Eighth Grade,13-Jul-18,A24,R,"$13,539,710 ","1,486,246",Drama
"Don’t Worry, He Won’t Get F…",13-Jul-18,Amazon Studios,R,"$1,441,705 ","158,255",Drama
Soorma,13-Jul-18,Sony Pictures,PG-13,"$382,104 ","41,943",Drama
Gauguin - Voyage de Tahiti,13-Jul-18,Cohen Media Group,Not Rated,"$200,140 ","21,969",Drama
Hva vil folk si,13-Jul-18,Kino Lorber,Not Rated,"$44,156 ","4,846",Drama
Running for Grace,19-Jul-18,Blue Fox Entertai…,Not Rated,"$90,782 ","9,965",Drama
The Equalizer 2,20-Jul-18,Sony Pictures,R,"$102,084,362 ","11,205,747",Action
Blindspotting,20-Jul-18,Lionsgate,R,"$4,333,394 ","475,674",Drama
Wanda,20-Jul-18,Janus Films,GP,"$52,927 ","5,809",Drama
Unfriended: Dark Web,20-Jul-18,OTL Releasing,R,"$8,866,745 ","973,298",Horror
Holy Hell,20-Jul-18,Indican Pictures,Not Rated,"$34,366 ","3,772",Horror
Unfriended: Dark Web,20-Jul-18,OTL Releasing,R,"$8,866,745 ","973,298",Horror
Holy Hell,20-Jul-18,Indican Pictures,Not Rated,"$34,366 ","3,772",Horror
Sandome no satsujin,20-Jul-18,Film Movement,Not Rated,"$89,315 ","9,804",Thriller/Suspense
Mission: Impossible—Fallout,27-Jul-18,Paramount Pictures,PG-13,"$220,159,104 ","24,166,751",Action
